,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,date,time_of_day
51934,7.0,5.0,6.0,0.0,4.0,1.0,4,2020-04-08,10:20:00
51935,5.0,5.0,6.0,0.0,3.0,3.0,4,2020-04-08,09:05:00
51936,5.0,6.0,5.0,0.0,5.0,2.0,4,2020-04-08,10:25:00
51937,6.0,6.0,5.0,0.0,3.0,2.0,4,2020-04-08,09:25:00
51938,5.0,5.0,4.0,0.0,4.0,4.0,4,2020-04-08,13:50:00
51939,7.0,5.0,7.0,0.0,5.0,3.0,4,2020-04-08,09:25:00
51940,6.0,5.0,4.0,0.0,2.0,4.0,4,2020-04-08,10:45:00
51941,6.0,5.0,5.0,0.0,3.0,3.0,4,2020-04-08,10:45:00
51942,6.0,4.0,5.0,0.0,3.0,4.0,4,2020-04-08,09:50:00
51943,6.0,5.0,4.0,0.0,4.0,4.0,4,2020-04-08,10:50:00
51944,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,19:10:00
51945,7.0,5.0,5.0,0.0,4.0,4.0,4,2020-04-08,09:50:00
51946,6.0,5.0,6.0,0.0,4.0,3.0,4,2020-04-08,09:35:00
51947,5.0,5.0,5.0,0.0,5.0,4.0,4,2020-04-08,09:25:00
51948,7.0,5.0,5.0,0.0,3.0,4.0,4,2020-04-08,10:45:00
51949,7.0,4.0,5.0,0.0,2.0,2.0,4,2020-04-08,14:20:00
51950,6.0,4.0,5.0,0.0,5.0,4.0,4,2020-04-08,13:55:00
51951,5.0,5.0,5.0,0.0,3.0,3.0,4,2020-04-08,09:15:00
51952,6.0,4.0,5.0,0.0,3.0,3.0,4,2020-04-08,13:20:00
51953,6.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,14:25:00
51954,4.0,6.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:05:00
51955,6.0,5.0,5.0,0.0,3.0,3.0,4,2020-04-08,09:35:00
51956,5.0,5.0,6.0,0.0,3.0,3.0,4,2020-04-08,09:35:00
51957,6.0,6.0,5.0,0.0,5.0,2.0,4,2020-04-08,10:05:00
51958,4.0,5.0,5.0,0.0,3.0,2.0,4,2020-04-08,10:00:00
51959,6.0,4.0,5.0,0.0,4.0,4.0,4,2020-04-08,09:00:00
51960,7.0,6.0,6.0,0.0,4.0,3.0,4,2020-04-08,16:00:00
51961,6.0,5.0,6.0,0.0,4.0,2.0,4,2020-04-08,11:00:00
51962,8.0,6.0,4.0,0.0,4.0,2.0,4,2020-04-08,12:30:00
51963,5.0,4.0,4.0,0.0,3.0,3.0,4,2020-04-08,09:00:00
51964,6.0,4.0,5.0,0.0,4.0,2.0,4,2020-04-08,09:25:00
51965,6.0,4.0,6.0,0.0,5.0,3.0,4,2020-04-08,13:15:00
51966,7.0,3.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:00:00
51967,5.0,5.0,3.0,0.0,4.0,3.0,4,2020-04-08,09:25:00
51968,6.0,4.0,6.0,0.0,3.0,3.0,4,2020-04-08,09:25:00
51969,6.0,7.0,6.0,0.0,4.0,3.0,4,2020-04-08,12:40:00
51970,5.0,4.0,4.0,0.0,3.0,3.0,4,2020-04-08,10:45:00
51971,6.0,5.0,4.0,0.0,4.0,3.0,4,2020-04-08,10:25:00
51972,6.0,4.0,5.0,0.0,3.0,3.0,4,2020-04-08,11:10:00
51973,5.0,5.0,4.0,0.0,4.0,5.0,4,2020-04-08,10:00:00
51974,6.0,4.0,6.0,0.0,4.0,4.0,4,2020-04-08,09:55:00
51975,8.0,5.0,5.0,0.0,4.0,4.0,4,2020-04-08,09:40:00
51976,7.0,5.0,3.0,0.0,4.0,2.0,4,2020-04-08,10:15:00
51977,7.0,6.0,6.0,0.0,4.0,3.0,4,2020-04-08,10:20:00
51978,5.0,4.0,5.0,0.0,3.0,3.0,4,2020-04-08,11:05:00
51979,6.0,4.0,6.0,0.0,3.0,2.0,4,2020-04-08,09:00:00
51980,5.0,4.0,6.0,6.0,5.0,3.0,4,2020-04-08,14:00:00
51981,6.0,5.0,5.0,0.0,4.0,4.0,4,2020-04-08,10:35:00
51982,7.0,4.0,4.0,0.0,4.0,3.0,4,2020-04-08,12:05:00
51983,5.0,5.0,5.0,7.0,4.0,3.0,4,2020-04-08,10:20:00
51984,7.0,5.0,5.0,0.0,3.0,4.0,4,2020-04-08,12:15:00
51985,6.0,4.0,6.0,0.0,4.0,3.0,4,2020-04-08,09:25:00
51986,6.0,6.0,4.0,0.0,4.0,4.0,4,2020-04-08,09:30:00
51987,5.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:05:00
51988,6.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:30:00
51989,5.0,4.0,6.0,0.0,4.0,2.0,4,2020-04-08,11:10:00
51990,6.0,5.0,6.0,0.0,4.0,4.0,4,2020-04-08,10:00:00
51991,5.0,5.0,6.0,0.0,6.0,4.0,4,2020-04-08,09:05:00
51992,8.0,5.0,6.0,0.0,4.0,3.0,4,2020-04-08,09:40:00
51993,6.0,4.0,6.0,0.0,4.0,2.0,4,2020-04-08,10:05:00
51994,6.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,11:30:00
51995,4.0,6.0,5.0,0.0,3.0,3.0,4,2020-04-08,09:35:00
51996,5.0,5.0,5.0,0.0,3.0,3.0,4,2020-04-08,11:15:00
51997,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:20:00
51998,4.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:15:00
51999,7.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:00:00
52000,6.0,5.0,6.0,0.0,5.0,2.0,4,2020-04-08,10:15:00
52001,7.0,5.0,5.0,0.0,5.0,2.0,4,2020-04-08,11:40:00
52002,5.0,6.0,5.0,0.0,5.0,4.0,4,2020-04-08,09:55:00
52003,7.0,5.0,5.0,0.0,6.0,2.0,4,2020-04-08,11:15:00
52004,7.0,5.0,5.0,0.0,4.0,2.0,4,2020-04-08,09:15:00
52005,5.0,6.0,7.0,0.0,5.0,3.0,4,2020-04-08,10:30:00
52006,6.0,5.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:50:00
52007,6.0,4.0,4.0,0.0,1.0,2.0,4,2020-04-08,09:30:00
52008,6.0,5.0,6.0,0.0,3.0,4.0,4,2020-04-08,10:30:00
52009,5.0,6.0,6.0,0.0,3.0,3.0,4,2020-04-08,09:45:00
52010,7.0,5.0,5.0,0.0,5.0,4.0,4,2020-04-08,10:10:00
52011,6.0,5.0,6.0,0.0,4.0,3.0,4,2020-04-08,09:50:00
52012,6.0,5.0,6.0,0.0,3.0,3.0,4,2020-04-08,11:05:00
52013,6.0,4.0,6.0,0.0,5.0,3.0,4,2020-04-08,09:10:00
52014,6.0,5.0,6.0,0.0,3.0,2.0,4,2020-04-08,14:15:00
52015,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,13:00:00
52016,6.0,5.0,6.0,0.0,4.0,4.0,4,2020-04-08,09:15:00
52017,5.0,6.0,4.0,0.0,5.0,2.0,4,2020-04-08,12:30:00
52018,7.0,6.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:20:00
52019,6.0,6.0,6.0,0.0,3.0,3.0,4,2020-04-08,11:55:00
52020,6.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,09:20:00
52021,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:25:00
52022,6.0,6.0,4.0,0.0,5.0,3.0,4,2020-04-08,10:00:00
52023,5.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,12:55:00
52024,6.0,4.0,6.0,0.0,4.0,4.0,4,2020-04-08,12:45:00
52025,6.0,5.0,4.0,0.0,4.0,2.0,4,2020-04-08,13:55:00
52026,6.0,5.0,5.0,0.0,5.0,4.0,4,2020-04-08,09:25:00
52027,7.0,6.0,5.0,0.0,3.0,2.0,4,2020-04-08,09:45:00
52028,6.0,4.0,6.0,0.0,4.0,3.0,4,2020-04-08,12:55:00
52029,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,13:30:00
52030,5.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,09:15:00
52031,6.0,5.0,4.0,0.0,4.0,2.0,4,2020-04-08,11:10:00
52032,6.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,11:35:00
52033,5.0,6.0,6.0,0.0,2.0,3.0,4,2020-04-08,09:30:00
52034,5.0,5.0,6.0,0.0,5.0,3.0,4,2020-04-08,10:05:00
52035,5.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:50:00
52036,6.0,6.0,5.0,0.0,3.0,2.0,4,2020-04-08,09:15:00
52037,7.0,6.0,6.0,0.0,4.0,3.0,4,2020-04-08,18:15:00
52038,6.0,6.0,5.0,0.0,4.0,2.0,4,2020-04-08,12:50:00
52039,6.0,7.0,5.0,0.0,3.0,3.0,4,2020-04-08,11:40:00
52040,6.0,5.0,6.0,0.0,4.0,3.0,4,2020-04-08,10:15:00
52041,6.0,6.0,5.0,0.0,5.0,3.0,4,2020-04-08,10:15:00
52042,6.0,5.0,5.0,0.0,4.0,4.0,4,2020-04-08,10:40:00
52043,7.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:55:00
52044,4.0,5.0,5.0,0.0,4.0,1.0,4,2020-04-08,10:10:00
52045,6.0,4.0,4.0,0.0,2.0,3.0,4,2020-04-08,09:45:00
52046,6.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:25:00
52047,6.0,6.0,6.0,0.0,4.0,3.0,4,2020-04-08,10:35:00
52048,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:55:00
52049,6.0,6.0,4.0,0.0,5.0,3.0,4,2020-04-08,09:10:00
52050,6.0,6.0,5.0,0.0,4.0,1.0,4,2020-04-08,09:20:00
52051,5.0,5.0,6.0,0.0,5.0,4.0,4,2020-04-08,09:15:00
52052,7.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:30:00
52053,6.0,4.0,6.0,0.0,5.0,2.0,4,2020-04-08,14:00:00
52054,6.0,6.0,6.0,0.0,5.0,3.0,4,2020-04-08,14:45:00
52055,7.0,6.0,5.0,0.0,6.0,3.0,4,2020-04-08,11:20:00
52056,6.0,5.0,5.0,0.0,3.0,3.0,4,2020-04-08,10:55:00
52057,6.0,5.0,4.0,0.0,3.0,2.0,4,2020-04-08,09:40:00
52058,5.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,09:35:00
52059,6.0,5.0,4.0,0.0,4.0,4.0,4,2020-04-08,09:15:00
52060,5.0,4.0,5.0,0.0,1.0,3.0,4,2020-04-08,09:55:00
52061,6.0,5.0,6.0,0.0,3.0,4.0,4,2020-04-08,10:55:00
52062,6.0,5.0,5.0,0.0,2.0,3.0,4,2020-04-08,09:10:00
52063,6.0,5.0,4.0,0.0,3.0,4.0,4,2020-04-08,09:45:00
52064,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:15:00
52065,6.0,4.0,5.0,0.0,4.0,4.0,4,2020-04-08,10:20:00
52066,5.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,11:55:00
52067,5.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,12:20:00
52068,7.0,5.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:05:00
52069,6.0,6.0,6.0,0.0,3.0,3.0,4,2020-04-08,10:10:00
52070,6.0,4.0,6.0,0.0,3.0,3.0,4,2020-04-08,10:00:00
52071,7.0,5.0,7.0,0.0,4.0,3.0,4,2020-04-08,09:25:00
52072,7.0,5.0,4.0,0.0,5.0,3.0,4,2020-04-08,11:00:00
52073,7.0,5.0,4.0,0.0,5.0,3.0,4,2020-04-08,13:05:00
52074,8.0,5.0,5.0,0.0,3.0,2.0,4,2020-04-08,09:45:00
52075,6.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:05:00
52076,5.0,6.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:10:00
52077,6.0,5.0,5.0,0.0,4.0,2.0,4,2020-04-08,09:55:00
52078,7.0,6.0,4.0,0.0,3.0,3.0,4,2020-04-08,11:00:00
52079,5.0,6.0,6.0,0.0,5.0,2.0,4,2020-04-08,11:55:00
52080,5.0,5.0,5.0,0.0,4.0,2.0,4,2020-04-08,10:25:00
52081,5.0,5.0,6.0,0.0,3.0,3.0,4,2020-04-08,12:00:00
52082,5.0,5.0,5.0,0.0,4.0,2.0,4,2020-04-08,09:45:00
52083,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:45:00
52084,6.0,5.0,6.0,0.0,3.0,3.0,4,2020-04-08,09:55:00
52085,7.0,4.0,4.0,0.0,3.0,4.0,4,2020-04-08,13:25:00
52086,5.0,6.0,5.0,0.0,5.0,2.0,4,2020-04-08,09:20:00
52087,7.0,5.0,6.0,0.0,3.0,3.0,4,2020-04-08,12:00:00
52088,6.0,5.0,6.0,0.0,5.0,3.0,4,2020-04-08,11:00:00
52089,6.0,6.0,5.0,0.0,5.0,3.0,4,2020-04-08,11:05:00
52090,6.0,3.0,5.0,0.0,3.0,3.0,4,2020-04-08,09:05:00
52091,5.0,6.0,5.0,0.0,4.0,2.0,4,2020-04-08,09:05:00
52092,5.0,4.0,4.0,0.0,4.0,3.0,4,2020-04-08,11:25:00
52093,5.0,6.0,6.0,0.0,3.0,3.0,4,2020-04-08,09:35:00
52094,6.0,4.0,5.0,0.0,6.0,2.0,4,2020-04-08,09:20:00
52095,6.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:15:00
52096,7.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:05:00
52097,7.0,6.0,4.0,7.0,3.0,4.0,4,2020-04-08,11:25:00
52098,6.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:25:00
52099,5.0,5.0,4.0,0.0,4.0,2.0,4,2020-04-08,11:45:00
52100,6.0,5.0,4.0,0.0,3.0,2.0,4,2020-04-08,09:05:00
52101,5.0,4.0,4.0,0.0,3.0,3.0,4,2020-04-08,10:40:00
52102,5.0,4.0,6.0,0.0,4.0,4.0,4,2020-04-08,13:15:00
52103,6.0,5.0,6.0,0.0,3.0,3.0,4,2020-04-08,13:55:00
52104,7.0,5.0,4.0,0.0,4.0,2.0,4,2020-04-08,12:50:00
52105,4.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:15:00
52106,5.0,4.0,6.0,0.0,4.0,3.0,4,2020-04-08,10:20:00
52107,6.0,5.0,4.0,0.0,4.0,2.0,4,2020-04-08,16:55:00
52108,7.0,6.0,5.0,0.0,4.0,4.0,4,2020-04-08,12:15:00
52109,6.0,6.0,5.0,0.0,3.0,3.0,4,2020-04-08,09:55:00
52110,7.0,7.0,5.0,0.0,5.0,3.0,4,2020-04-08,09:00:00
52111,7.0,5.0,6.0,0.0,4.0,3.0,4,2020-04-08,09:15:00
52112,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,12:15:00
52113,5.0,6.0,5.0,0.0,3.0,4.0,4,2020-04-08,09:20:00
52114,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:35:00
52115,6.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:30:00
52116,5.0,4.0,6.0,0.0,3.0,3.0,4,2020-04-08,09:25:00
52117,4.0,6.0,6.0,0.0,4.0,3.0,4,2020-04-08,10:15:00
52118,6.0,5.0,4.0,0.0,3.0,4.0,4,2020-04-08,10:10:00
52119,5.0,5.0,6.0,0.0,6.0,3.0,4,2020-04-08,10:35:00
52120,6.0,4.0,6.0,0.0,5.0,2.0,4,2020-04-08,10:40:00
52121,5.0,5.0,5.0,0.0,4.0,4.0,4,2020-04-08,09:30:00
52122,6.0,4.0,4.0,0.0,4.0,5.0,4,2020-04-08,10:35:00
52123,6.0,5.0,5.0,0.0,2.0,3.0,4,2020-04-08,09:10:00
52124,6.0,5.0,6.0,0.0,4.0,4.0,4,2020-04-08,09:35:00
52125,6.0,5.0,5.0,0.0,3.0,5.0,4,2020-04-08,09:20:00
52126,6.0,5.0,5.0,0.0,5.0,4.0,4,2020-04-08,12:35:00
52127,6.0,4.0,5.0,0.0,3.0,3.0,4,2020-04-08,13:50:00
52128,6.0,4.0,4.0,0.0,4.0,3.0,4,2020-04-08,13:45:00
52129,6.0,6.0,4.0,0.0,4.0,4.0,4,2020-04-08,09:25:00
52130,5.0,5.0,4.0,0.0,5.0,4.0,4,2020-04-08,09:40:00
52131,6.0,4.0,4.0,0.0,5.0,3.0,4,2020-04-08,10:10:00
52132,6.0,5.0,5.0,0.0,3.0,2.0,4,2020-04-08,10:25:00
52133,6.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,09:40:00
52134,6.0,4.0,5.0,0.0,4.0,2.0,4,2020-04-08,10:35:00
52135,5.0,4.0,5.0,0.0,4.0,2.0,4,2020-04-08,10:40:00
52136,6.0,4.0,5.0,0.0,4.0,4.0,4,2020-04-08,09:40:00
52137,6.0,6.0,5.0,0.0,3.0,4.0,4,2020-04-08,11:45:00
52138,7.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:15:00
52139,6.0,4.0,6.0,0.0,4.0,3.0,4,2020-04-08,09:20:00
52140,6.0,6.0,6.0,0.0,4.0,3.0,4,2020-04-08,11:05:00
52141,6.0,6.0,5.0,0.0,4.0,2.0,4,2020-04-08,10:50:00
52142,6.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:15:00
52143,6.0,4.0,5.0,0.0,4.0,4.0,4,2020-04-08,10:35:00
52144,6.0,5.0,5.0,0.0,5.0,2.0,4,2020-04-08,11:40:00
52145,4.0,5.0,5.0,0.0,3.0,4.0,4,2020-04-08,10:15:00
52146,6.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:25:00
52147,5.0,5.0,4.0,0.0,3.0,3.0,4,2020-04-08,11:40:00
52148,7.0,4.0,5.0,0.0,5.0,4.0,4,2020-04-08,10:05:00
52149,7.0,5.0,6.0,0.0,3.0,4.0,4,2020-04-08,10:50:00
52150,6.0,5.0,4.0,0.0,4.0,3.0,4,2020-04-08,10:05:00
52151,6.0,6.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:55:00
52152,7.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,12:50:00
52153,7.0,5.0,4.0,0.0,4.0,4.0,4,2020-04-08,16:00:00
52154,8.0,4.0,5.0,0.0,4.0,4.0,4,2020-04-08,12:55:00
52155,7.0,4.0,4.0,0.0,4.0,3.0,4,2020-04-08,11:40:00
52156,5.0,5.0,6.0,0.0,5.0,3.0,4,2020-04-08,09:30:00
52157,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:55:00
52158,5.0,5.0,6.0,0.0,3.0,3.0,4,2020-04-08,10:10:00
52159,6.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:25:00
52160,7.0,5.0,6.0,0.0,4.0,3.0,4,2020-04-08,11:20:00
52161,6.0,4.0,4.0,0.0,5.0,4.0,4,2020-04-08,09:55:00
52162,7.0,6.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:50:00
52163,6.0,6.0,5.0,0.0,4.0,4.0,4,2020-04-08,14:15:00
52164,6.0,5.0,4.0,0.0,5.0,3.0,4,2020-04-08,09:20:00
52165,5.0,4.0,5.0,0.0,3.0,4.0,4,2020-04-08,09:15:00
52166,7.0,6.0,5.0,0.0,5.0,3.0,4,2020-04-08,09:25:00
52167,5.0,5.0,6.0,0.0,5.0,3.0,4,2020-04-08,12:25:00
52168,5.0,5.0,5.0,0.0,3.0,2.0,4,2020-04-08,10:55:00
52169,6.0,6.0,6.0,0.0,3.0,5.0,4,2020-04-08,09:45:00
52170,7.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,09:30:00
52171,5.0,4.0,4.0,0.0,4.0,2.0,4,2020-04-08,09:35:00
52172,7.0,6.0,5.0,0.0,5.0,3.0,4,2020-04-08,12:10:00
52173,6.0,5.0,5.0,0.0,6.0,1.0,4,2020-04-08,10:20:00
52174,6.0,6.0,5.0,0.0,5.0,3.0,4,2020-04-08,12:25:00
52175,6.0,5.0,5.0,0.0,3.0,4.0,4,2020-04-08,09:45:00
52176,6.0,6.0,4.0,0.0,5.0,3.0,4,2020-04-08,09:55:00
52177,6.0,4.0,6.0,0.0,5.0,3.0,4,2020-04-08,09:30:00
52178,5.0,5.0,4.0,0.0,4.0,4.0,4,2020-04-08,11:30:00
52179,7.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,10:00:00
52180,7.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:15:00
52181,5.0,5.0,5.0,0.0,3.0,2.0,4,2020-04-08,10:45:00
52182,6.0,5.0,5.0,0.0,5.0,4.0,4,2020-04-08,11:25:00
52183,6.0,5.0,4.0,0.0,5.0,2.0,4,2020-04-08,11:45:00
52184,7.0,6.0,5.0,0.0,4.0,2.0,4,2020-04-08,10:20:00
52185,7.0,4.0,6.0,0.0,3.0,3.0,4,2020-04-08,09:50:00
52186,5.0,5.0,5.0,0.0,4.0,2.0,4,2020-04-08,10:15:00
52187,5.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:30:00
52188,6.0,7.0,6.0,0.0,5.0,4.0,4,2020-04-08,12:35:00
52189,6.0,6.0,4.0,0.0,5.0,3.0,4,2020-04-08,09:15:00
52190,5.0,5.0,4.0,0.0,5.0,4.0,4,2020-04-08,09:35:00
52191,7.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,12:15:00
52192,6.0,4.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:05:00
52193,7.0,5.0,4.0,0.0,3.0,2.0,4,2020-04-08,09:00:00
52194,7.0,6.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:55:00
52195,7.0,5.0,4.0,0.0,4.0,4.0,4,2020-04-08,15:50:00
52196,7.0,5.0,5.0,0.0,5.0,4.0,4,2020-04-08,11:15:00
52197,6.0,4.0,5.0,0.0,3.0,3.0,4,2020-04-08,11:40:00
52198,6.0,7.0,5.0,0.0,3.0,3.0,4,2020-04-08,09:50:00
52199,7.0,5.0,5.0,0.0,5.0,4.0,4,2020-04-08,09:10:00
52200,6.0,6.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:25:00
52201,6.0,6.0,5.0,0.0,5.0,4.0,4,2020-04-08,09:25:00
52202,7.0,5.0,6.0,0.0,3.0,3.0,4,2020-04-08,10:00:00
52203,7.0,6.0,5.0,0.0,4.0,4.0,4,2020-04-08,11:45:00
52204,6.0,5.0,4.0,0.0,3.0,2.0,4,2020-04-08,12:45:00
52205,6.0,6.0,5.0,0.0,4.0,2.0,4,2020-04-08,09:10:00
52206,6.0,5.0,6.0,0.0,4.0,3.0,4,2020-04-08,10:00:00
52207,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,11:00:00
52208,5.0,4.0,5.0,0.0,4.0,2.0,4,2020-04-08,09:20:00
52209,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:25:00
52210,5.0,5.0,5.0,0.0,2.0,3.0,4,2020-04-08,11:15:00
52211,7.0,5.0,6.0,0.0,5.0,2.0,4,2020-04-08,10:55:00
52212,7.0,5.0,5.0,0.0,3.0,3.0,4,2020-04-08,10:35:00
52213,6.0,5.0,5.0,0.0,4.0,4.0,4,2020-04-08,09:30:00
52214,6.0,5.0,4.0,0.0,3.0,3.0,4,2020-04-08,10:05:00
52215,7.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,09:55:00
52216,6.0,4.0,5.0,0.0,5.0,3.0,4,2020-04-08,09:40:00
52217,6.0,6.0,5.0,0.0,3.0,3.0,4,2020-04-08,11:00:00
52218,5.0,4.0,6.0,0.0,4.0,2.0,4,2020-04-08,10:30:00
52219,7.0,4.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:00:00
52220,6.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,10:15:00
52221,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:15:00
52222,6.0,4.0,6.0,0.0,4.0,2.0,4,2020-04-08,09:55:00
52223,6.0,5.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:10:00
52224,5.0,6.0,3.0,0.0,3.0,4.0,4,2020-04-08,09:35:00
52225,5.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:40:00
52226,5.0,5.0,6.0,0.0,4.0,4.0,4,2020-04-08,10:45:00
52227,6.0,6.0,4.0,0.0,3.0,4.0,4,2020-04-08,09:20:00
52228,7.0,5.0,5.0,0.0,4.0,4.0,4,2020-04-08,11:00:00
52229,6.0,7.0,5.0,0.0,4.0,2.0,4,2020-04-08,10:55:00
52230,6.0,7.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:50:00
52231,6.0,6.0,6.0,0.0,3.0,3.0,4,2020-04-08,12:00:00
52232,5.0,4.0,4.0,0.0,4.0,3.0,4,2020-04-08,10:15:00
52233,6.0,7.0,5.0,0.0,3.0,3.0,4,2020-04-08,10:00:00
52234,6.0,5.0,5.0,0.0,3.0,3.0,4,2020-04-08,10:25:00
52235,6.0,5.0,7.0,0.0,3.0,3.0,4,2020-04-08,14:50:00
52236,6.0,5.0,4.0,0.0,5.0,4.0,4,2020-04-08,09:15:00
52237,5.0,6.0,6.0,0.0,3.0,3.0,4,2020-04-08,11:20:00
52238,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:25:00
52239,7.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:00:00
52240,6.0,3.0,5.0,0.0,2.0,3.0,4,2020-04-08,09:10:00
52241,5.0,6.0,4.0,0.0,4.0,3.0,4,2020-04-08,10:10:00
52242,8.0,6.0,6.0,0.0,4.0,3.0,4,2020-04-08,10:00:00
52243,8.0,6.0,6.0,0.0,5.0,3.0,4,2020-04-08,12:05:00
52244,6.0,5.0,5.0,0.0,6.0,3.0,4,2020-04-08,10:00:00
52245,5.0,5.0,6.0,0.0,4.0,4.0,4,2020-04-08,12:40:00
52246,6.0,5.0,6.0,0.0,3.0,3.0,4,2020-04-08,10:40:00
52247,5.0,4.0,4.0,0.0,3.0,3.0,4,2020-04-08,13:15:00
52248,4.0,6.0,5.0,0.0,4.0,4.0,4,2020-04-08,09:10:00
52249,5.0,5.0,5.0,0.0,3.0,2.0,4,2020-04-08,13:15:00
52250,7.0,6.0,5.0,0.0,4.0,2.0,4,2020-04-08,09:25:00
52251,6.0,5.0,4.0,0.0,4.0,4.0,4,2020-04-08,11:55:00
52252,6.0,5.0,5.0,0.0,5.0,4.0,4,2020-04-08,09:10:00
52253,5.0,6.0,5.0,0.0,4.0,1.0,4,2020-04-08,10:55:00
52254,6.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,14:20:00
52255,5.0,4.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:35:00
52256,7.0,5.0,5.0,0.0,3.0,4.0,4,2020-04-08,10:05:00
52257,6.0,5.0,4.0,0.0,4.0,3.0,4,2020-04-08,12:20:00
52258,7.0,5.0,5.0,0.0,5.0,4.0,4,2020-04-08,09:05:00
52259,6.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,11:00:00
52260,7.0,5.0,6.0,0.0,5.0,4.0,4,2020-04-08,13:05:00
52261,6.0,6.0,6.0,0.0,3.0,4.0,4,2020-04-08,10:15:00
52262,6.0,4.0,5.0,0.0,5.0,1.0,4,2020-04-08,09:30:00
52263,6.0,5.0,6.0,0.0,5.0,3.0,4,2020-04-08,10:30:00
52264,5.0,6.0,4.0,0.0,4.0,3.0,4,2020-04-08,10:35:00
52265,7.0,4.0,4.0,0.0,5.0,2.0,4,2020-04-08,11:25:00
