,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,date,time_of_day,hour
1984,10,8,2,10,6,0,OLD TOWN HOSPITAL,2020-04-09,1,1
1986,3,10,7,3,10,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2012,5,0,3,4,1,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2021,8,10,8,4,3,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2060,6,10,6,10,10,1,OLD TOWN HOSPITAL,2020-04-09,1,1
2074,1,5,2,9,3,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2090,10,5,1,4,10,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2091,2,6,2,1,6,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2094,6,3,4,7,7,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2098,6,1,7,8,5,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2105,2,4,5,3,1,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2124,8,2,8,6,3,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2140,10,5,2,10,9,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2163,7,5,5,4,4,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2168,9,4,10,10,2,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2183,1,0,5,9,4,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2197,5,10,9,2,6,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2203,4,0,10,3,1,1,OLD TOWN HOSPITAL,2020-04-09,1,1
2226,10,2,1,3,6,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2234,2,10,8,1,6,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2235,5,3,3,10,9,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2236,10,5,6,2,6,1,OLD TOWN HOSPITAL,2020-04-09,1,1
2237,3,1,2,8,0,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2248,4,0,0,3,8,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2260,5,1,10,6,7,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2262,10,5,1,3,10,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2277,2,9,10,7,3,0,OLD TOWN HOSPITAL,2020-04-09,1,1
2307,7,6,10,5,6,0,OLD TOWN HOSPITAL,2020-04-09,1:15,1
2332,0,10,1,2,2,1,OLD TOWN HOSPITAL,2020-04-09,1,1
3182,5,5,10,0,1,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,1:25,1
3276,2,6,1,0,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,1:35,1
3285,6,10,9,9,0,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,1:55,1
3315,3,1,6,2,0,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,1:35,1
3404,9,2,6,7,6,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,1:20,1
3442,9,10,0,4,7,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,1:50,1
3519,1,3,2,0,5,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,1:05,1
3610,1,4,1,10,8,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,1:35,1
3714,5,4,6,0,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,1:05,1
3808,5,5,7,3,0,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,1:10,1
3958,0,4,9,8,10,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,1:20,1
5788,6,4,5,7,4,0,COMMUNITY HOSPITAL,2020-04-09,1:15,1
5840,5,6,6,9,0,0,COMMUNITY HOSPITAL,2020-04-09,1:55,1
5957,10,8,10,1,3,0,COMMUNITY HOSPITAL,2020-04-09,1:45,1
6080,1,10,2,0,4,0,COMMUNITY HOSPITAL,2020-04-09,1:30,1
6088,4,9,8,0,0,0,COMMUNITY HOSPITAL,2020-04-09,1:05,1
6095,6,1,7,6,9,0,COMMUNITY HOSPITAL,2020-04-09,1:40,1
6099,2,1,7,6,9,0,COMMUNITY HOSPITAL,2020-04-09,1:55,1
6798,7,2,10,2,10,0,GOLDCARE HOSPITAL,2020-04-09,1:05,1
6806,2,4,5,8,10,1,GOLDCARE HOSPITAL,2020-04-09,1:55,1
6833,8,5,4,10,7,0,GOLDCARE HOSPITAL,2020-04-09,1:40,1
6902,7,8,7,10,0,0,GOLDCARE HOSPITAL,2020-04-09,1:20,1
9374,7,2,6,6,8,0,EAGLEPEAK HOSPITAL,2020-04-09,1:40,1
9633,8,0,2,2,8,0,EAGLEPEAK HOSPITAL,2020-04-09,1:05,1
9785,2,3,8,8,2,0,EAGLEPEAK HOSPITAL,2020-04-09,1:20,1
16858,5,8,6,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16860,6,8,5,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16861,7,8,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16862,6,9,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
16863,7,8,5,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
16864,6,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16865,7,8,7,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16879,7,8,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
16886,6,8,5,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16888,6,8,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
16894,7,6,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16896,6,9,6,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
16900,7,9,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
16901,6,9,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16905,6,8,5,7,3,8,OLD TOWN HOSPITAL,2020-04-09,1,1
16906,7,7,6,8,3,5,OLD TOWN HOSPITAL,2020-04-09,1,1
16908,6,7,5,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16911,7,8,8,6,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16917,6,9,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16918,6,8,5,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16920,5,7,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16922,7,7,6,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16923,5,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16924,6,9,5,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16925,6,7,5,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16929,6,7,5,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16930,6,7,7,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16933,6,8,5,5,4,4,OLD TOWN HOSPITAL,2020-04-09,1,1
16937,6,7,7,8,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16939,7,8,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16941,7,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16947,5,8,7,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16953,6,9,5,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16955,7,8,6,6,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
16956,6,7,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16957,5,8,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16960,6,8,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
16963,6,8,7,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16964,5,8,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16965,6,9,5,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16968,7,7,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16969,7,8,5,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16970,7,9,7,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
16971,7,7,7,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16973,7,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16974,6,7,5,8,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16975,5,8,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16976,6,6,7,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16979,7,8,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16980,6,9,5,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16982,5,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16987,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16991,7,9,7,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16997,5,8,6,8,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
16998,4,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
16999,6,8,6,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17002,5,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17006,6,8,5,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17007,6,7,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17008,5,9,4,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17009,6,8,5,7,3,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17011,5,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17012,6,8,6,8,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17013,6,7,6,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17016,6,8,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17018,7,7,7,6,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17019,6,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17021,7,8,6,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17022,6,8,7,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17024,6,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17026,5,8,6,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17027,6,8,5,5,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17028,6,9,7,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17029,5,8,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17031,7,8,6,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17032,7,9,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17035,8,8,7,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17039,5,8,7,8,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17041,7,8,7,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17042,5,9,6,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17044,6,9,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17045,6,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17048,4,8,6,8,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17050,5,7,6,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17053,6,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17054,6,8,6,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17060,7,9,6,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17062,6,9,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17063,6,8,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17064,6,8,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17065,6,7,6,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17068,7,9,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17070,6,8,6,7,4,4,OLD TOWN HOSPITAL,2020-04-09,1,1
17075,5,9,7,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17076,7,9,7,7,7,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17078,5,8,6,5,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17080,5,8,4,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17081,6,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17083,5,6,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17090,6,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17091,6,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17095,6,9,5,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17096,7,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17097,7,7,7,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17102,7,7,7,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17103,6,8,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17110,8,7,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17111,6,8,7,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17112,6,7,5,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17115,5,9,5,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17116,5,8,6,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17117,6,7,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17122,5,9,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17123,7,8,5,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17125,6,9,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17128,5,9,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17131,7,9,6,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17134,6,9,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17139,7,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17142,6,9,5,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17143,6,8,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17144,6,9,6,6,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17145,5,7,4,8,3,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17148,7,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17149,6,8,7,8,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17150,5,9,4,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17152,6,6,6,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17153,7,8,6,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17154,6,7,5,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17155,6,8,7,6,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17157,6,9,5,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17163,6,8,5,6,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17168,7,7,6,9,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17170,6,8,7,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17171,5,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17174,7,7,6,9,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17175,5,8,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17176,5,8,6,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17182,6,6,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17183,7,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17184,7,9,7,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17185,6,8,5,6,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17190,7,8,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17192,7,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17197,6,8,6,8,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17206,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17207,6,9,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17208,6,9,5,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17210,7,8,6,9,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17214,6,8,6,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17215,7,9,7,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17216,6,8,7,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17220,6,9,6,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17224,7,8,7,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17225,6,9,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17226,6,7,7,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17227,5,8,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17228,5,9,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17229,6,7,7,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17230,6,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17231,6,8,7,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17234,6,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17235,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17236,6,7,5,8,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17239,4,8,6,6,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17242,5,8,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17246,6,7,6,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17247,6,8,7,8,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17251,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17254,6,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17256,7,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17257,7,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17258,6,9,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17262,6,8,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17265,5,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17266,8,8,6,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17269,6,8,6,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17272,6,7,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17274,7,8,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17275,6,9,6,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17278,5,9,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17279,6,7,7,8,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17282,6,7,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17286,7,8,6,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17289,6,9,7,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17290,5,8,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17291,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17292,7,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17294,5,8,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17300,6,8,7,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17302,6,8,7,6,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17305,7,9,6,9,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17306,6,8,6,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17307,6,8,7,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17308,7,8,4,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17310,7,9,7,6,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17312,6,7,7,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17315,7,8,7,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17321,5,8,7,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17324,6,7,7,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17327,7,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17330,7,9,5,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17334,5,9,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17335,6,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17339,6,6,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17340,5,8,5,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17341,7,7,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17344,5,8,7,8,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17347,6,7,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17350,7,6,5,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17351,5,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17353,6,10,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17354,7,8,5,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17359,6,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17361,6,8,5,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17362,7,7,6,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17365,5,7,5,6,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17366,6,9,5,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17369,7,8,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17370,6,7,5,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17371,7,8,7,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17375,7,8,5,7,7,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17378,6,9,5,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17379,7,7,7,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17381,6,7,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17384,6,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17387,7,7,7,6,5,4,OLD TOWN HOSPITAL,2020-04-09,1,1
17388,6,8,5,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17390,5,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17392,6,7,7,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17395,6,9,7,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17396,6,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17397,6,7,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17398,7,8,6,6,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17401,6,8,5,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17403,6,8,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17406,8,9,7,6,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17411,7,8,6,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17415,7,8,5,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17416,5,9,6,8,3,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17418,5,8,5,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17419,5,7,5,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17424,4,8,5,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17425,7,7,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17426,6,7,5,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17431,5,8,7,9,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17433,6,8,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17435,6,8,6,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17436,7,5,5,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17437,7,8,7,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17439,6,9,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17441,7,8,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17442,6,10,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17447,7,7,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17448,6,7,7,6,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17453,6,8,6,5,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17455,7,8,6,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17456,6,8,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17462,5,7,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17463,6,8,6,6,7,8,OLD TOWN HOSPITAL,2020-04-09,1,1
17466,6,8,7,6,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17469,5,9,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17473,5,8,5,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17474,6,8,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17476,6,9,6,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17478,6,7,4,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17480,7,7,6,5,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17481,6,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17482,5,9,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17483,5,8,6,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17486,6,7,8,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17487,7,8,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
17494,7,8,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17495,6,7,5,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17497,4,8,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17504,6,9,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17506,6,9,5,6,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17507,6,6,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17508,6,8,6,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17509,8,7,7,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17511,6,9,5,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
17515,6,8,5,6,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
17518,7,8,6,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
